Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00       1/4           GlobalProcessor::visit(FunctionNode&) [257]
                0.00    0.00       1/4           Checker::visit(FunctionNode&) <cycle 4> [269]
                0.00    0.00       2/4           Checker::visit(MemberNode&) <cycle 5> [268]
[143]    0.0    0.00    0.00       4         ClassTable::declared(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [143]
-----------------------------------------------
                0.00    0.00       4/4           Checker::visit(IdNode&) [147]
[144]    0.0    0.00    0.00       4         SymbolTable::has(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [144]
-----------------------------------------------
                0.00    0.00       1/4           compile_and_run(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
                0.00    0.00       1/4           Scanner::Scanner(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [275]
                0.00    0.00       1/4           Parser::Parser(std::vector<Token, std::allocator<Token> >&) [267]
                0.00    0.00       1/4           Parser::parse_factor() <cycle 2> [109]
[145]    0.0    0.00    0.00       4         Token::Token() [145]
-----------------------------------------------
                0.00    0.00       4/4           Parser::parse_id_or_literal() [111]
[146]    0.0    0.00    0.00       4         Parser::parse_id_or_class_literal() [146]
                0.00    0.00       4/13          IdNode::IdNode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [95]
-----------------------------------------------
                0.00    0.00       4/4           Checker::dispatch(Node*) <cycle 5> [104]
[147]    0.0    0.00    0.00       4         Checker::visit(IdNode&) [147]
                0.00    0.00       6/20          SymbolInfo::type() [85]
                0.00    0.00       4/12          SymbolInfo::SymbolInfo() [100]
                0.00    0.00       4/4           SymbolTable::has(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [144]
                0.00    0.00       4/12          SymbolInfo::set_type(TypeNode const&) [99]
                0.00    0.00       2/2           FunctionTable::has_function(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [173]
                0.00    0.00       2/2           FunctionTable::get(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [174]
                0.00    0.00       2/77          ObjectTypeNode::clone() const [66]
                0.00    0.00       2/20          FunctionTypeNode::clone() const [86]
                0.00    0.00       2/36          ObjectTypeNode::~ObjectTypeNode() [75]
                0.00    0.00       2/7           FunctionTypeNode::~FunctionTypeNode() [108]
                0.00    0.00       2/2           SymbolTable::get(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [172]
                0.00    0.00       2/14          ObjectTypeNode::object() [92]
-----------------------------------------------
                0.00    0.00       1/4           Translator::visit(ForNode&) <cycle 1> [244]
                0.00    0.00       3/4           Parser::parse_call_or_subscript_chain(Node*) <cycle 2> [106]
[148]    0.0    0.00    0.00       4         CallNode::CallNode(Node*, std::vector<Node*, std::allocator<Node*> > const&) [148]
-----------------------------------------------
                0.00    0.00       4/4           operator<<(std::ostream&, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >) [297]
[149]    0.0    0.00    0.00       4         CallInst::to_string[abi:cxx11]() const [149]
-----------------------------------------------
                0.00    0.00       1/4           Checker::visit(MemberNode&) <cycle 5> [268]
                0.00    0.00       1/4           SymbolTable::declared(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [249]
                0.00    0.00       2/4           SymbolTable::get(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [172]
[150]    0.0    0.00    0.00       4         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TypeNode*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TypeNode*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [150]
-----------------------------------------------
                0.00    0.00       1/4           Checker::visit(CallNode&) <cycle 5> [159]
                0.00    0.00       3/4           Parser::parse_possibly_empty_block() <cycle 3> [176]
[151]    0.0    0.00    0.00       4         void std::vector<Node*, std::allocator<Node*> >::_M_realloc_insert<Node* const&>(__gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >, Node* const&) [151]
-----------------------------------------------
                0.00    0.00       4/4           Loader::load_function(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >) [29]
[152]    0.0    0.00    0.00       4         std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [152]
                0.00    0.00       1/1           std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_rehash(unsigned long, unsigned long const&) [293]
-----------------------------------------------
                                   1             Translator::visit(CallNode&) [153]
                0.00    0.00       1/3           Translator::visit(BlockNode&) <cycle 1> [154]
                0.00    0.00       2/3           Translator::visit(DeclarationNode&) [134]
[153]    0.0    0.00    0.00       3+1       Translator::visit(CallNode&) [153]
                0.00    0.00       6/32          Translator::dispatch(Node*) [79]
                0.00    0.00       6/25          void std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::_M_range_insert<__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > > >(__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, __gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, __gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, std::forward_iterator_tag) [80]
                0.00    0.00       6/36          void std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::_M_realloc_insert<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> >(__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>&&) [76]
                0.00    0.00       4/21          IdNode::id() const [83]
                0.00    0.00       4/13          GetInst::GetInst(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [96]
                0.00    0.00       4/41          std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::operator=(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > const&) [73]
                0.00    0.00       3/6           Translator::visit(NumberNode&) [123]
                0.00    0.00       2/10          Translator::visit(IdNode&) [103]
                                   1             Translator::visit(CallNode&) [153]
-----------------------------------------------
                                   1             Translator::visit(FunctionNode&) <cycle 1> [241]
                                   1             Translator::visit(ForNode&) <cycle 1> [244]
                0.00    0.00       1/1           compile_and_run(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
[154]    0.0    0.00    0.00       3         Translator::visit(BlockNode&) <cycle 1> [154]
                0.00    0.00       5/247         std::__detail::_Map_base<TokType, std::pair<TokType const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<TokType const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<TokType>, std::hash<TokType>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](TokType const&) [64]
                0.00    0.00       5/32          Translator::dispatch(Node*) [79]
                0.00    0.00       5/25          void std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::_M_range_insert<__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > > >(__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, __gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, __gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, std::forward_iterator_tag) [80]
                0.00    0.00       3/41          std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::operator=(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > const&) [73]
                0.00    0.00       2/5           Translator::visit(DeclarationNode&) [134]
                0.00    0.00       1/3           Translator::visit(CallNode&) [153]
                                   1             Translator::visit(ForNode&) <cycle 1> [244]
                                   1             Translator::visit(FunctionNode&) <cycle 1> [241]
-----------------------------------------------
                0.00    0.00       1/3           Checker::visit(FunctionNode&) <cycle 4> [269]
                0.00    0.00       1/3           Checker::visit(DeclarationNode&) [270]
                0.00    0.00       1/3           Checker::visit(ForNode&) <cycle 4> [271]
[155]    0.0    0.00    0.00       3         SymbolTable::set(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, TypeNode const&) [155]
                0.00    0.00       3/14          ObjectTypeNode::object() [92]
                0.00    0.00       3/77          ObjectTypeNode::clone() const [66]
                0.00    0.00       2/2           std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TypeNode*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TypeNode*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_rehash(unsigned long, unsigned long const&) [183]
-----------------------------------------------
                0.00    0.00       1/3           GlobalProcessor::GlobalProcessor(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin> > >&) [259]
                0.00    0.00       2/3           Checker::enter_scope(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [177]
[156]    0.0    0.00    0.00       3         SymbolTable::SymbolTable(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, SymbolTable*) [156]
-----------------------------------------------
                0.00    0.00       3/3           Scanner::scan_number() [161]
[157]    0.0    0.00    0.00       3         Token::Token(TokType, int, int, int) [157]
-----------------------------------------------
                0.00    0.00       3/3           Checker::dispatch(Node*) <cycle 5> [104]
[158]    0.0    0.00    0.00       3         Checker::visit(NumberNode&) [158]
                0.00    0.00       3/12          SymbolInfo::SymbolInfo() [100]
                0.00    0.00       3/145         ObjectTypeNode::ObjectTypeNode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<TypeNode*, std::allocator<TypeNode*> > const&) [65]
                0.00    0.00       3/7           ObjectTypeNode::~ObjectTypeNode() [107]
                0.00    0.00       3/12          SymbolInfo::set_type(TypeNode const&) [99]
                0.00    0.00       3/77          ObjectTypeNode::clone() const [66]
                0.00    0.00       3/36          ObjectTypeNode::~ObjectTypeNode() [75]
-----------------------------------------------
                                   2             Checker::dispatch(Node*) <cycle 5> [104]
                0.00    0.00       1/3           Checker::visit(BlockNode&) <cycle 4> [160]
[159]    0.0    0.00    0.00       3         Checker::visit(CallNode&) <cycle 5> [159]
                0.00    0.00       7/20          SymbolInfo::type() [85]
                0.00    0.00       7/36          ObjectTypeNode::~ObjectTypeNode() [75]
                0.00    0.00       7/77          ObjectTypeNode::clone() const [66]
                0.00    0.00       4/47          void std::vector<TypeNode*, std::allocator<TypeNode*> >::_M_realloc_insert<TypeNode*>(__gnu_cxx::__normal_iterator<TypeNode**, std::vector<TypeNode*, std::allocator<TypeNode*> > >, TypeNode*&&) [71]
                0.00    0.00       4/5           is_generic(TypeNode const&) [132]
                0.00    0.00       4/6           TypeNode::operator!=(TypeNode const&) const [129]
                0.00    0.00       3/12          SymbolInfo::SymbolInfo() [100]
                0.00    0.00       3/3           FunctionTypeNode::function() const [165]
                0.00    0.00       3/7           FunctionTypeNode::~FunctionTypeNode() [108]
                0.00    0.00       3/12          SymbolInfo::set_type(TypeNode const&) [99]
                0.00    0.00       1/2           MemberNode::member() [169]
                0.00    0.00       1/13          IdNode::IdNode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [95]
                0.00    0.00       1/4           void std::vector<Node*, std::allocator<Node*> >::_M_realloc_insert<Node* const&>(__gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >, Node* const&) [151]
                                   7             Checker::dispatch(Node*) <cycle 5> [104]
-----------------------------------------------
                                   1             Checker::visit(FunctionNode&) <cycle 4> [269]
                                   1             Checker::visit(ForNode&) <cycle 4> [271]
                0.00    0.00       1/1           compile_and_run(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
[160]    0.0    0.00    0.00       3         Checker::visit(BlockNode&) <cycle 4> [160]
                0.00    0.00       2/36          ObjectTypeNode::~ObjectTypeNode() [75]
                0.00    0.00       1/145         ObjectTypeNode::ObjectTypeNode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<TypeNode*, std::allocator<TypeNode*> > const&) [65]
                0.00    0.00       1/6           TypeNode::operator!=(TypeNode const&) const [129]
                0.00    0.00       1/20          SymbolInfo::type() [85]
                0.00    0.00       1/7           ObjectTypeNode::~ObjectTypeNode() [107]
                0.00    0.00       1/3           FunctionNode::func() const [164]
                0.00    0.00       1/2           ForNode::forloop() [178]
                0.00    0.00       1/6           DeclarationNode::decl() [124]
                0.00    0.00       1/1           Checker::visit(DeclarationNode&) [270]
                0.00    0.00       1/7           CallNode::call() [115]
                0.00    0.00       1/3           Checker::visit(CallNode&) <cycle 5> [159]
                                   1             Checker::visit(FunctionNode&) <cycle 4> [269]
                                   1             Checker::visit(ForNode&) <cycle 4> [271]
-----------------------------------------------
                0.00    0.00       3/3           Scanner::next_token() [78]
[161]    0.0    0.00    0.00       3         Scanner::scan_number() [161]
                0.00    0.00       3/3           Token::Token(TokType, int, int, int) [157]
-----------------------------------------------
                0.00    0.00       1/3           Parser::parse_program() [262]
                0.00    0.00       2/3           Parser::parse_possibly_empty_block() <cycle 3> [176]
[162]    0.0    0.00    0.00       3         BlockNode::BlockNode(std::vector<Node*, std::allocator<Node*> >) [162]
-----------------------------------------------
                0.00    0.00       3/3           Token::to_string[abi:cxx11]() [77]
[163]    0.0    0.00    0.00       3         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [163]
-----------------------------------------------
                0.00    0.00       1/3           Translator::dispatch(Node*) [79]
                0.00    0.00       1/3           GlobalProcessor::visit(BlockNode&) [258]
                0.00    0.00       1/3           Checker::visit(BlockNode&) <cycle 4> [160]
[164]    0.0    0.00    0.00       3         FunctionNode::func() const [164]
-----------------------------------------------
                0.00    0.00       3/3           Checker::visit(CallNode&) <cycle 5> [159]
[165]    0.0    0.00    0.00       3         FunctionTypeNode::function() const [165]
-----------------------------------------------
                0.00    0.00       3/3           std::_Hashtable<TokType, std::pair<TokType const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<TokType const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<TokType>, std::hash<TokType>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<TokType const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, false>*, unsigned long) [67]
[166]    0.0    0.00    0.00       3         std::_Hashtable<TokType, std::pair<TokType const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<TokType const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<TokType>, std::hash<TokType>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long, unsigned long const&) [166]
-----------------------------------------------
                0.00    0.00       1/3           std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SymbolTable*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SymbolTable*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [296]
                0.00    0.00       2/3           std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SymbolTable*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SymbolTable*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [185]
[167]    0.0    0.00    0.00       3         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SymbolTable*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SymbolTable*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SymbolTable*>, true>*, unsigned long) [167]
                0.00    0.00       1/1           std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SymbolTable*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SymbolTable*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_rehash(unsigned long, unsigned long const&) [288]
-----------------------------------------------
                0.00    0.00       2/2           Translator::visit(ForNode&) <cycle 1> [244]
[168]    0.0    0.00    0.00       2         LeaveScope::LeaveScope(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [168]
-----------------------------------------------
                0.00    0.00       1/2           Checker::dispatch(Node*) <cycle 5> [104]
                0.00    0.00       1/2           Checker::visit(CallNode&) <cycle 5> [159]
[169]    0.0    0.00    0.00       2         MemberNode::member() [169]
-----------------------------------------------
                0.00    0.00       2/2           Translator::visit(AssignmentNode&) [243]
[170]    0.0    0.00    0.00       2         Translator::visit(BinopNode&) [170]
                0.00    0.00       4/32          Translator::dispatch(Node*) [79]
                0.00    0.00       2/10          Translator::visit(IdNode&) [103]
                0.00    0.00       2/6           Translator::visit(NumberNode&) [123]
                0.00    0.00       2/25          void std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::_M_range_insert<__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > > >(__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, __gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, __gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > >, std::forward_iterator_tag) [80]
                0.00    0.00       2/2           BinopInst::BinopInst(OpType) [179]
                0.00    0.00       2/41          std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >::operator=(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > > const&) [73]
