Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.56     0.00        1     0.00     0.00  FunctionNode::FunctionNode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::vector<TypeNode*, std::allocator<TypeNode*> >, TypeNode*, BlockNode*)
  0.00      0.56     0.00        1     0.00     0.00  StartFunction::StartFunction(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.56     0.00        1     0.00     0.00  SubscriptNode::sub()
  0.00      0.56     0.00        1     0.00     0.00  SubscriptNode::SubscriptNode(Node*, std::vector<Node*, std::allocator<Node*> >)
  0.00      0.56     0.00        1     0.00     0.00  AssignmentNode::assign()
  0.00      0.56     0.00        1     0.00     0.00  AssignmentNode::AssignmentNode(Node*, Node*)
  0.00      0.56     0.00        1     0.00     0.00  GlobalProcessor::add_builtins(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin> > >&)
  0.00      0.56     0.00        1     0.00     0.00  GlobalProcessor::visit(FunctionNode&)
  0.00      0.56     0.00        1     0.00     0.00  GlobalProcessor::visit(BlockNode&)
  0.00      0.56     0.00        1     0.00     0.00  GlobalProcessor::GlobalProcessor(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin> > >&)
  0.00      0.56     0.00        1     0.00     0.00  JumpIfFalseInst::JumpIfFalseInst(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      0.56     0.00        1     0.00     0.00  FunctionTypeNode::~FunctionTypeNode()
  0.00      0.56     0.00        1     0.00     0.00  Loader::load_function(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >)
  0.00      0.56     0.00        1     0.00     0.00  Loader::load()
  0.00      0.56     0.00        1     0.00     0.00  Loader::Loader(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin> > >&)
  0.00      0.56     0.00        1     0.00     0.00  Parser::parse_program()
  0.00      0.56     0.00        1     0.00     0.00  Parser::parse_for_loop()
  0.00      0.56     0.00        1     0.00     0.00  Parser::parse_function_definition()
  0.00      0.56     0.00        1     0.00     0.00  Parser::parse_variable_declaration()
  0.00      0.56     0.00        1     0.00     0.00  Parser::parse_assignment_or_expression()
  0.00      0.56     0.00        1     0.00     0.00  Parser::Parser(std::vector<Token, std::allocator<Token> >&)
  0.00      0.56     0.00        1     0.00     0.00  Checker::visit(MemberNode&)
  0.00      0.56     0.00        1     0.00     0.00  Checker::visit(FunctionNode&)
  0.00      0.56     0.00        1     0.00     0.00  Checker::visit(DeclarationNode&)
  0.00      0.56     0.00        1     0.00     0.00  Checker::visit(ForNode&)
  0.00      0.56     0.00        1     0.00     0.00  Checker::Checker(SymbolTable*, ClassTable*, FunctionTable*)
  0.00      0.56     0.00        1     0.00     0.00  Checker::~Checker()
  0.00      0.56     0.00        1     0.00     0.00  ForNode::ForNode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Node*, BlockNode*)
  0.00      0.56     0.00        1     0.00     0.00  Scanner::Scanner(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.56     0.00        1     0.00     0.00  CodeUser::CodeUser(std::vector<Instruction*, std::allocator<Instruction*> >)
  0.00      0.56     0.00        1     0.00     0.00  JumpInst::JumpInst(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      0.56     0.00        1     0.00     0.00  BinopNode::BinopNode(OpType, Node*, Node*)
  0.00      0.56     0.00        1     0.00     0.00  ClassInfo::ClassInfo(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::vector<TypeNode*, std::allocator<TypeNode*> > const&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >)
  0.00      0.56     0.00        1     0.00     0.00  BoolOpInst::to_string[abi:cxx11]() const
  0.00      0.56     0.00        1     0.00     0.00  EnterScope::to_string[abi:cxx11]() const
  0.00      0.56     0.00        1     0.00     0.00  EndFunction::to_string[abi:cxx11]() const
  0.00      0.56     0.00        1     0.00     0.00  StartFunction::to_string[abi:cxx11]() const
  0.00      0.56     0.00        1     0.00     0.00  JumpIfFalseInst::to_string[abi:cxx11]() const
  0.00      0.56     0.00        1     0.00     0.00  GetSubscriptInst::to_string[abi:cxx11]() const
  0.00      0.56     0.00        1     0.00     0.00  JumpInst::to_string[abi:cxx11]() const
  0.00      0.56     0.00        1     0.00     0.00  BinopInst::to_string[abi:cxx11]() const
  0.00      0.56     0.00        1     0.00     0.00  std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SymbolTable*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SymbolTable*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_rehash(unsigned long, unsigned long const&)
  0.00      0.56     0.00        1     0.00     0.00  std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ClassInfo*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ClassInfo*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.56     0.00        1     0.00     0.00  std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ClassInfo*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ClassInfo*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_rehash(unsigned long, unsigned long const&)
  0.00      0.56     0.00        1     0.00     0.00  std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Instruction*, std::allocator<Instruction*> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Instruction*, std::allocator<Instruction*> > > > > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Instruction*, std::allocator<Instruction*> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Instruction*, std::allocator<Instruction*> > > > > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::~_Hashtable()
  0.00      0.56     0.00        1     0.00     0.00  std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::~_Hashtable()
  0.00      0.56     0.00        1     0.00     0.00  std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_rehash(unsigned long, unsigned long const&)
  0.00      0.56     0.00        1     0.00     0.00  std::vector<Token, std::allocator<Token> >::operator=(std::vector<Token, std::allocator<Token> > const&)
  0.00      0.56     0.00        1     0.00     0.00  void std::vector<Node*, std::allocator<Node*> >::_M_realloc_insert<Node*>(__gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >, Node*&&)
  0.00      0.56     0.00        1     0.00     0.00  std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SymbolTable*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SymbolTable*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      0.56     0.00        1     0.00     0.00  operator<<(std::ostream&, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2020 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 1.79% of 0.56 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     93.8    0.00    0.53                 compile_and_run(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
                0.05    0.48       1/1           CodeRunner::run() [2]
                0.00    0.00       1/1           Loader::Loader(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin> > >&) [28]
                0.00    0.00       1/1           Loader::load() [30]
                0.00    0.00       1/8000007     Environment::get(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [5]
                0.00    0.00      34/34          Token::to_string[abi:cxx11]() [77]
                0.00    0.00       1/1           Scanner::Scanner(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [275]
                0.00    0.00       1/38          Scanner::scan_all() [74]
                0.00    0.00       1/4           Token::Token() [145]
                0.00    0.00       1/1           Parser::parse_program() [262]
                0.00    0.00       1/1           Parser::Parser(std::vector<Token, std::allocator<Token> >&) [267]
                0.00    0.00       1/1           Translator::Translator() [245]
                0.00    0.00       1/1           GlobalProcessor::GlobalProcessor(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin> > >&) [259]
                0.00    0.00       1/1           GlobalProcessor::visit(BlockNode&) [258]
                0.00    0.00       1/1           Checker::Checker(SymbolTable*, ClassTable*, FunctionTable*) [272]
                0.00    0.00       1/1           Checker::visit(BlockNode&) <cycle 4> [160]
                0.00    0.00       1/1           Translator::visit(BlockNode&) <cycle 1> [154]
                0.00    0.00       1/1           Checker::~Checker() [273]
                0.00    0.00       1/1           ObjectStack::ObjectStack() [248]
                0.00    0.00       1/1           operator<<(std::ostream&, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >) [297]
                0.00    0.00       1/1           CodeRunner::CodeRunner(std::vector<Instruction*, std::allocator<Instruction*> > const&, std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Instruction*, std::allocator<Instruction*> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Instruction*, std::allocator<Instruction*> > > > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Instruction*, std::allocator<Instruction*> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Instruction*, std::allocator<Instruction*> > > > > > > >&, ObjectStack&, Environment*) [237]
                0.00    0.00       1/1           std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::~_Hashtable() [292]
                0.00    0.00       1/1           std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Instruction*, std::allocator<Instruction*> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Instruction*, std::allocator<Instruction*> > > > > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<Instruction*, std::allocator<Instruction*> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<Instruction*, std::allocator<Instruction*> > > > > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::~_Hashtable() [291]
-----------------------------------------------
                0.05    0.48       1/1           compile_and_run(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
[2]     93.7    0.05    0.48       1         CodeRunner::run() [2]
                0.01    0.26 8000006/8000006     CodeRunner::visit(GetInst&) [3]
                0.00    0.03 1000004/1000004     CodeRunner::visit(DeclareInst&) [7]
                0.00    0.03 2000002/2000002     CodeRunner::visit(CallInst&) [8]
                0.03    0.00 1000000/1000000     CodeRunner::visit(GetSubscriptInst&) [9]
                0.00    0.03 2000004/2000004     CodeRunner::visit(SetInst&) [12]
                0.02    0.00 1000001/1000001     BoolOpInst::accept(InstructionVisitor&) [14]
                0.01    0.00 1000001/1000001     CodeRunner::visit(BoolOpInst&) [15]
                0.01    0.00 1000000/1000000     CodeRunner::visit(BinopInst&) [17]
                0.01    0.00 1000004/1000004     PushIntegerInst::accept(InstructionVisitor&) [19]
                0.00    0.01 1000001/1000001     CodeRunner::visit(EnterScope&) [21]
                0.01    0.00 1000000/1000000     GetSubscriptInst::accept(InstructionVisitor&) [24]
                0.00    0.00 1000004/1000004     CodeRunner::visit(PushIntegerInst&) [27]
                0.00    0.00 8000006/8000006     GetInst::accept(InstructionVisitor&) [44]
                0.00    0.00 2000004/2000004     SetInst::accept(InstructionVisitor&) [46]
                0.00    0.00 2000002/2000002     CallInst::accept(InstructionVisitor&) [48]
                0.00    0.00 1000004/1000004     DeclareInst::accept(InstructionVisitor&) [50]
                0.00    0.00 1000001/1000001     CodeRunner::visit(LeaveScope&) [51]
                0.00    0.00 1000001/1000001     LeaveScope::accept(InstructionVisitor&) [54]
                0.00    0.00 1000001/1000001     CodeRunner::visit(JumpIfFalseInst&) [52]
                0.00    0.00 1000001/1000001     JumpIfFalseInst::accept(InstructionVisitor&) [57]
                0.00    0.00 1000001/1000001     EnterScope::accept(InstructionVisitor&) [53]
                0.00    0.00 1000000/1000000     CodeRunner::visit(JumpInst&) [59]
                0.00    0.00 1000000/1000000     JumpInst::accept(InstructionVisitor&) [62]
                0.00    0.00 1000000/1000000     BinopInst::accept(InstructionVisitor&) [63]
-----------------------------------------------
                0.01    0.26 8000006/8000006     CodeRunner::run() [2]
[3]     49.0    0.01    0.26 8000006         CodeRunner::visit(GetInst&) [3]
                0.04    0.21 8000006/8000007     Environment::get(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [5]
                0.02    0.00 8000006/13000013     ObjectStack::push(Object*) [10]
-----------------------------------------------
                0.01    0.00 1000017/17000043     Environment::declare(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [6]
                0.03    0.00 2000017/17000043     Environment::set(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Object*) [11]
                0.21    0.00 14000009/17000043     Environment::get(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [5]
[4]     44.6    0.25    0.00 17000043         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Object*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Object*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [4]
-----------------------------------------------
                             6000002             Environment::get(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [5]
                0.00    0.00       1/8000007     compile_and_run(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
                0.04    0.21 8000006/8000007     CodeRunner::visit(GetInst&) [3]
[5]     43.9    0.04    0.21 8000007+6000002 Environment::get(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [5]
                0.21    0.00 14000009/17000043     std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Object*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Object*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [4]
                             6000002             Environment::get(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [5]
-----------------------------------------------
                0.00    0.00       1/1000017     Loader::load_function(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >) [29]
                0.00    0.00      12/1000017     Loader::Loader(std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Instruction*> > >, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CodeBuiltin> > >&) [28]
                0.01    0.02 1000004/1000017     CodeRunner::visit(DeclareInst&) [7]
[6]      6.2    0.01    0.02 1000017         Environment::declare(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [6]
                0.01    0.00 1000017/17000043     std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Object*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Object*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [4]
                0.01    0.00 1000002/1000002     std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Object*>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, Object*> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_rehash(unsigned long, unsigned long const&) [20]
